PRISM Time Series Data
Locations: 27
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 800m
Monthly 1981-2010 Normals
Dataset: Norm81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2021-May-10
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
Int_ F_Open,-118.5835,34.9769,1623.0,June,3.72,11.4,18.7,26.1,4.1,6.06,26.91
Int_ F_Open,-118.5835,34.9769,1623.0,July,2.96,15.5,22.8,30.0,5.5,8.78,33.56
Int_ F_Open,-118.5835,34.9769,1623.0,August,4.59,14.5,22.0,29.5,3.5,8.59,33.82
Int_ F_Open,-118.5835,34.9769,1623.0,September,5.12,12.3,19.2,26.1,1.9,7.06,28.56
Int_ F_Open,-118.5835,34.9769,1623.0,October,15.84,7.8,14.1,20.4,-0.6,4.57,19.85
Int_ F_Open,-118.5835,34.9769,1623.0,November,41.87,3.7,8.8,13.8,-3.3,2.81,11.70
Int_ F_Open,-118.5835,34.9769,1623.0,December,85.42,0.9,5.4,9.9,-5.8,2.09,8.44
Int_ F_Open,-118.5835,34.9769,1623.0,Annual,467.39,6.7,12.7,18.7,-0.2,4.34,18.30

Int_ F_Parti,-118.5836,34.9789,1666.0,January,102.65,0.4,5.1,9.9,-4.9,2.04,8.01
Int_ F_Parti,-118.5836,34.9789,1666.0,February,84.36,-0.1,4.7,9.6,-3.6,1.53,7.42
Int_ F_Parti,-118.5836,34.9789,1666.0,March,68.76,2.1,6.9,11.7,-1.9,2.14,9.27
Int_ F_Parti,-118.5836,34.9789,1666.0,April,31.87,3.4,9.4,15.4,-0.2,2.35,12.80
Int_ F_Parti,-118.5836,34.9789,1666.0,May,13.66,7.2,14.1,21.0,2.1,3.62,18.31
Int_ F_Parti,-118.5836,34.9789,1666.0,June,3.78,11.1,18.5,25.9,3.9,5.79,26.61
Int_ F_Parti,-118.5836,34.9789,1666.0,July,2.86,15.2,22.5,29.8,5.4,8.80,33.12
Int_ F_Parti,-118.5836,34.9789,1666.0,August,4.67,14.3,21.8,29.3,3.4,8.64,33.37
Int_ F_Parti,-118.5836,34.9789,1666.0,September,5.17,12.1,19.0,25.9,1.8,7.03,28.11
Int_ F_Parti,-118.5836,34.9789,1666.0,October,15.56,7.5,13.8,20.2,-0.7,4.46,19.61
Int_ F_Parti,-118.5836,34.9789,1666.0,November,42.20,3.4,8.5,13.5,-3.5,2.88,11.51
Int_ F_Parti,-118.5836,34.9789,1666.0,December,83.67,0.6,5.1,9.6,-5.9,2.04,8.26
Int_ F_Parti,-118.5836,34.9789,1666.0,Annual,459.20,6.4,12.5,18.5,-0.4,4.28,18.03

Int_ F_Total,-118.5836,34.9780,1645.0,January,104.63,0.6,5.3,10.0,-4.8,2.05,8.10
Int_ F_Total,-118.5836,34.9780,1645.0,February,86.10,0.0,4.9,9.8,-3.5,1.54,7.48
Int_ F_Total,-118.5836,34.9780,1645.0,March,68.76,2.2,7.0,11.8,-1.8,2.17,9.34
Int_ F_Total,-118.5836,34.9780,1645.0,April,31.68,3.6,9.5,15.5,-0.1,2.43,12.84
Int_ F_Total,-118.5836,34.9780,1645.0,May,13.60,7.3,14.2,21.1,2.2,3.70,18.46
Int_ F_Total,-118.5836,34.9780,1645.0,June,3.75,11.2,18.6,26.0,3.9,5.92,26.74
Int_ F_Total,-118.5836,34.9780,1645.0,July,2.91,15.4,22.7,29.9,5.5,8.78,33.32
Int_ F_Total,-118.5836,34.9780,1645.0,August,4.63,14.4,21.9,29.4,3.5,8.61,33.57
Int_ F_Total,-118.5836,34.9780,1645.0,September,5.15,12.2,19.1,26.0,1.8,7.04,28.32
Int_ F_Total,-118.5836,34.9780,1645.0,October,15.71,7.6,14.0,20.3,-0.7,4.51,19.72
Int_ F_Total,-118.5836,34.9780,1645.0,November,42.09,3.6,8.6,13.7,-3.4,2.84,11.60
Int_ F_Total,-118.5836,34.9780,1645.0,December,84.66,0.7,5.2,9.8,-5.9,2.06,8.35
Int_ F_Total,-118.5836,34.9780,1645.0,Annual,463.68,6.6,12.6,18.6,-0.3,4.30,18.15

M_ G_Open,-118.5830,34.9720,1632.0,January,107.07,0.7,5.4,10.1,-4.8,2.09,8.13
M_ G_Open,-118.5830,34.9720,1632.0,February,90.62,0.1,5.0,9.8,-3.5,1.54,7.49
M_ G_Open,-118.5830,34.9720,1632.0,March,68.74,2.4,7.1,11.9,-1.7,2.18,9.37
M_ G_Open,-118.5830,34.9720,1632.0,April,30.68,3.7,9.6,15.5,-0.0,2.50,12.80
M_ G_Open,-118.5830,34.9720,1632.0,May,13.23,7.5,14.3,21.1,2.3,3.73,18.48
M_ G_Open,-118.5830,34.9720,1632.0,June,3.62,11.3,18.6,25.9,4.0,6.03,26.61
M_ G_Open,-118.5830,34.9720,1632.0,July,2.95,15.4,22.7,29.9,5.5,8.80,33.20
M_ G_Open,-118.5830,34.9720,1632.0,August,4.47,14.4,21.9,29.4,3.5,8.71,33.52
M_ G_Open,-118.5830,34.9720,1632.0,September,5.13,12.2,19.1,26.0,1.8,6.93,28.32
M_ G_Open,-118.5830,34.9720,1632.0,October,16.23,7.7,14.0,20.3,-0.6,4.48,19.68
