PRISM Time Series Data
Locations: 9
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 800m
Monthly 1981-2010 Normals
Dataset: Norm81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2021-May-09
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
G,-118.5828,34.9713,1645.0,Annual,470.58,6.5,12.5,18.5,-0.3,4.28,17.99

H,-118.5859,34.9725,1637.0,January,108.49,0.6,5.3,10.0,-4.8,2.05,8.09
H,-118.5859,34.9725,1637.0,February,89.93,0.0,4.9,9.7,-3.5,1.52,7.43
H,-118.5859,34.9725,1637.0,March,69.78,2.3,7.0,11.8,-1.8,2.17,9.30
H,-118.5859,34.9725,1637.0,April,31.29,3.6,9.5,15.4,-0.1,2.49,12.74
H,-118.5859,34.9725,1637.0,May,13.47,7.4,14.2,21.1,2.2,3.72,18.41
H,-118.5859,34.9725,1637.0,June,3.71,11.2,18.6,25.9,3.9,5.93,26.50
H,-118.5859,34.9725,1637.0,July,3.03,15.3,22.6,29.8,5.4,8.74,33.09
H,-118.5859,34.9725,1637.0,August,4.57,14.3,21.8,29.3,3.4,8.53,33.33
H,-118.5859,34.9725,1637.0,September,5.16,12.1,19.0,25.9,1.7,6.85,28.17
H,-118.5859,34.9725,1637.0,October,16.07,7.6,13.9,20.2,-0.7,4.43,19.57
H,-118.5859,34.9725,1637.0,November,42.51,3.6,8.6,13.7,-3.4,2.71,11.57
H,-118.5859,34.9725,1637.0,December,87.47,0.7,5.2,9.8,-5.8,2.01,8.32
H,-118.5859,34.9725,1637.0,Annual,475.48,6.6,12.6,18.5,-0.3,4.26,18.04

I,-118.5904,34.9721,1652.0,January,109.76,0.4,5.2,9.9,-4.9,2.01,8.02
I,-118.5904,34.9721,1652.0,February,89.92,-0.1,4.8,9.6,-3.6,1.49,7.34
I,-118.5904,34.9721,1652.0,March,70.67,2.1,6.9,11.6,-1.9,2.15,9.22
I,-118.5904,34.9721,1652.0,April,31.72,3.4,9.3,15.2,-0.2,2.44,12.64
I,-118.5904,34.9721,1652.0,May,13.60,7.2,14.1,20.9,2.1,3.69,18.19
I,-118.5904,34.9721,1652.0,June,3.78,11.1,18.4,25.7,3.8,5.79,26.24
I,-118.5904,34.9721,1652.0,July,3.12,15.2,22.4,29.7,5.3,8.62,32.76
I,-118.5904,34.9721,1652.0,August,4.66,14.2,21.6,29.1,3.3,8.44,32.96
I,-118.5904,34.9721,1652.0,September,5.25,11.9,18.9,25.8,1.6,6.75,27.85
I,-118.5904,34.9721,1652.0,October,15.97,7.5,13.8,20.1,-0.8,4.35,19.36
I,-118.5904,34.9721,1652.0,November,43.79,3.4,8.5,13.6,-3.5,2.67,11.46
I,-118.5904,34.9721,1652.0,December,89.70,0.6,5.1,9.6,-5.9,1.95,8.21
I,-118.5904,34.9721,1652.0,Annual,481.94,6.4,12.4,18.4,-0.4,4.19,17.85

